"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68"
"aktualisiert";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26";"2026-02-26"
"TS_ID";"#89115";"#999046";"#999023";"#999027";"#999026";"#999028";"#999029";"#999030";"#999031";"#999032";"#999025";"#999011";"#114108";"#114111";"#123754";"#999005";"#999042";"#999022";"#999035";"#999034";"#999036";"#999037";"#999038";"#999039";"#999040";"#999013";"#999033";"#89111";"#999017";"#999045";"#999014";"#999018";"#89116";"#89109";"#89092m";"#89091m";"#999003m";"#89093m";"#89096m";"#89095m";"#89097m";"#99108m";"#99105m";"#156858m";"#99106m";"#129589m";"#89101";"#248357";"#113482m";"#99107m";"#129590m";"#89103m";"#228658m";"#123739";"#999012";"#89110m";"#999033";"#999025";"#89108";"#999004m";"#157040_kW";"#156854m";"#156855m";"#156856m";"#156857m";"#114110m";"#114112m";"#114261"
"ZA";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn"
"KOMP";"Eigenbedarf von Kraftwerken (aus eigener Erzeugung)";"Energieinhalt Speicher ";"Erzeugungskoeffizient";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromverbrauch";"Abgabe an Endverbraucher";"Arbeitsvermögen";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Inlandstromverbrauch";"Eigenbedarf von Kraftwerken (Bezug aus dem öffentlichen Netz)";"Nennenergieinhalt";"Netzabgabe";"Netzverluste";"Stromverbrauch";"Verbrauch für Pumpspeicherung (PSP)";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung (Stat, Differenz)";"Endverbrauch";"Eigenbedarf";"Netzverluste";"Inlandstromverbrauch";"Importe";"Exporte";"Verbrauch für Pumpspeicherung (PSP)";"Brutto-Stromverbrauch";"Brutto-Engpassleistung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Engpassleistung"
"Gliederung1";"_";"Hydr";"Hydr";"CEZ";"CH";"DE";"HU";"ITA";"LIE";"SLO";"_";"_";"Hydr";"Hydr";"_";"_";"_";"Kal";"CEZ";"CH";"DE";"HU";"ITA";"LIE";"SLO";"_";"_";"_";"_";"Hydr";"_";"_";"_";"_";"Hydr";"Hydr";"Hydr";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Wind";"PV";"Geo";"WPVGeo";"";"Unb";"";"";"";"";"";"";"";"";"PV";"Kal";"Kal";"Kal";"Kal";"Hydr";"Hydr";"Wind"
"Gliederung2";"_";"Sp";"Lf";"_";"_";"_";"_";"_";"_";"_";"_";"_";"Lf";"Sp";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"Sp";"_";"_";"_";"_";"Lf";"Sp";"";"Sk";"DvfB";"DvOe";"Gas";"Foss";"Bio";"SoBio";"SoBr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"_";"BioFe";"BioFl";"BioG";"KDG";"Lf";"Sp";"_"
"Gliederung3";"_";"EPL_10+";"EPL_10+";"_";"_";"_";"_";"_";"_";"_";"_";"_";"EPL_10+";"EPL_10+";"_";"_";"_";"EPL_10+";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"EPL_10+";"_";"_";"_";"_";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"_";"";"";"";"";"EPL_10-";"EPL_10-";"_"
"VO";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Best";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Best";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Best"
"REG";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT"
"N";"Oef";"Oef";"Oef";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Oef";"Ges";"Ges";"Oef";"Oef";"Oef";"Oef";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Oef";"Ges";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges"
"EHB";"M";"M";"M";"J";"J";"J";"J";"J";"J";"J";"M";"M";"J";"J";"M";"M";"M";"M";"J";"J";"J";"J";"J";"J";"J";"M";"J";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"J";"J";"M"
"KAT";"V";"A";"A";"V";"V";"V";"V";"V";"V";"V";"V";"V";"A";"A";"A";"V";"V";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"V";"V";"A";"V";"V";"V";"V";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"V";"V";"V";"V";"V";"V";"V";"V";"A";"A";"A";"A";"A";"A";"A";"A"
"UNIT";"MWh";"MWh";"[1]";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"kW";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"kW"
"2010-01";"106059,282";"1349930,566";"0,899";"12139,9";"861197,1";"393193,229";"31824";"106363,4";"25365";"127386,4";"1557469,029";"1543241,359";"1356247,128";"1030951,614";"5263054,987";"5952673,118";"5142395,304";"8621061,139";"734678,9";"60,1";"1453664,749";"14472";"12,2";"0";"34849,4";"2225522,565";"2237737,349";"5609113,256";"42889,996";"3272817,1";"5185285,3";"317768,674";"5503053,974";"343559,862";"1584858,045";"1053939,661";"2638797,706";"563829,864";"162443,073";"178174,214";"1930197,231";"2834644,382";"270806,06";"110853,651";"46187,331";"3262491,424";"151564,369";"1198,238";"156,664";"152919,271";"6054727,4";"518,999";"5847266,437";"205941,52";"338198,97";"6391406,927";"2237737,349";"1557469,029";"343588,793";"6734995,72";"30163,322";"212823,404";"2953,232";"49259,028";"5770,396";"228610,917";"22988,047";"1005556,494"
"2010-02";"95283,925";"917748,56";"0,826";"3908,2";"746669,5";"341079,841";"35436,5";"102359,4";"24009";"145691,9";"1399154,341";"1388832,486";"1173862,677";"867093,507";"4755172,828";"5475585,047";"4693091,05";"8029468,947";"717608,3";"227,2";"1351843,365";"7003,3";"0";"13";"35496,3";"2102978,241";"2112191,465";"5118872,393";"39491,518";"3272817,1";"4732582,568";"291005,9";"5023588,468";"356712,654";"1347612,204";"884653,575";"2232265,779";"563862,573";"132332,839";"189725,67";"1728286,26";"2614207,342";"249571,554";"100224,004";"37214,493";"3001217,393";"209008,692";"1921,374";"134,533";"211064,599";"5444991,002";"443,231";"5304799,941";"185836,315";"310662,243";"5801298,499";"2112191,465";"1399154,341";"356729,627";"6158028,126";"30787,363";"196225,732";"2856,323";"44600,444";"5889,055";"173749,527";"17560,068";"1005556,494"
"2010-03";"90078,431";"567278,031";"1,006";"4503,9";"813375,3";"290045,682";"36407,3";"118569,7";"26696";"103588";"1393185,882";"1383987,971";"1753485,585";"933305,565";"4970011,441";"5739044,866";"4906767,347";"7987843,493";"620260,6";"148,8";"1497594,216";"5852,9";"0";"0";"32698,7";"2147369,82";"2156555,216";"5326273,592";"32718,38";"3272817,1";"4939485,727";"296709,434";"5236195,161";"412771,274";"2012994,505";"959494,556";"2972489,061";"413352,147";"145835,079";"123087,804";"1431061,746";"2113336,776";"280292,778";"109476,661";"46480,221";"2549586,436";"209624,271";"3279,307";"188,932";"213092,51";"5735688,994";"520,987";"5590535,129";"180400,822";"315280,639";"6086216,59";"2156555,216";"1393185,882";"412841,738";"6499058,328";"31411,404";"220663,656";"2970,109";"50075,266";"6583,747";"259508,92";"26188,991";"1005556,494"
"2010-04";"56470,368";"645219,79";"0,785";"3740,1";"702556,4";"174584,408";"41546,14";"111782,9";"19393";"80269,4";"1133872,348";"1126360,017";"1667703,194";"630076,828";"3926768,57";"5061679,067";"4334479,466";"8261575,463";"689515,8";"770,8";"1451362,393";"68497,87";"4,7";"0";"54728,5";"2258034,822";"2264880,063";"4658490,368";"15971,585";"3272817,1";"4350451,051";"251568,949";"4602020";"403188,699";"2029822,743";"666539,368";"2696362,111";"18629,056";"144566,097";"69236,274";"1156059,291";"1388490,718";"271780,955";"96390,307";"51761,364";"1808423,344";"143561,44";"4237,768";"93,035";"147892,243";"4653078,656";"400,958";"4987960,294";"127225,328";"265476,763";"5380662,385";"2264880,063";"1133872,348";"403423,986";"5784086,371";"32035,445";"215124,608";"2654,009";"47801,395";"6200,943";"362119,549";"36462,54";"1005561,583"
"2010-05";"73565,476";"982665,659";"0,962";"53587,3";"613511,6";"341793,96";"82909,73";"124467,2";"18814";"110650,2";"1345733,99";"1340290,551";"2580772,315";"1050659,71";"5182772,824";"5023582,396";"4250772,453";"8412958,577";"366752,5";"816";"728663,42";"60045,22";"136,2";"0";"29935,6";"1178043,699";"1186348,94";"4591907,468";"16454,954";"3272817,1";"4267227,407";"251114,585";"4518341,992";"431674,928";"3142124,208";"1107121,22";"4249245,428";"81100,83";"160600,57";"42429,827";"781210,32";"1065341,547";"278445,555";"106466,506";"51356,445";"1501610,053";"185277,064";"3386,541";"95,148";"188758,753";"5940991,299";"1377,065";"4939325,542";"146253,531";"263757,937";"5349337,01";"1186348,94";"1345733,99";"432269,239";"5781606,249";"32659,486";"220009,657";"2065,27";"50135,966";"6234,662";"561351,893";"56461,51";"1005561,583"
"2010-06";"86194,954";"1821356,853";"1,016";"40100,7";"485554,3";"502169,06";"114455,92";"119460,6";"19773";"204213,8";"1485727,38";"1478430,479";"2718149,352";"1367538,625";"5691266,04";"4963576,282";"4167835,572";"8602102,528";"322522,1";"3869,3";"404844,834";"16202,22";"11,6";"0";"9892,9";"747480,745";"757342,954";"4528446,153";"20468,327";"3272817,1";"4188303,899";"253947,3";"4442251,199";"435130,129";"3284788,187";"1424478,082";"4709266,269";"285136,342";"165197,931";"42556,845";"669366,867";"1162257,985";"262924,551";"113185,102";"51067,717";"1589435,355";"183865,284";"4292,27";"71,471";"188229,025";"6488235,473";"1304,824";"4892649,377";"165390,477";"265895,469";"5323935,323";"757342,954";"1485727,38";"435915,724";"5759851,047";"33283,527";"207087,964";"2799,427";"47680,207";"5356,953";"566638,835";"56939,457";"1005598,818"
"2010-07";"87173,652";"2525593,922";"0,933";"5298,6";"461111,8";"342703,268";"201049,97";"126646";"18643";"337156";"1492608,638";"1482163,072";"2395702,05";"1348839,694";"5348299,078";"5166649,027";"4314792,359";"8625103,782";"622669,5";"17445";"652823,635";"9244,05";"0,5";"0";"3,3";"1296661,854";"1302185,985";"4693536,512";"23464,331";"3272817,1";"4338256,69";"268106,17";"4606362,86";"473112,515";"2860041,731";"1395432,872";"4255474,603";"456124,533";"136424,506";"54885,134";"660690,684";"1308124,857";"273104,475";"112890,058";"44964,37";"1739083,76";"132493,421";"5128,909";"89,392";"137711,722";"6133397,043";"1126,958";"5022289,081";"166682,229";"280263,046";"5469234,356";"1302185,985";"1492608,638";"473740,034";"5942974,39";"33907,568";"216226,45";"2777,632";"49222,606";"4877,787";"464339,681";"46593,178";"1005603,907"
"2010-08";"85711,021";"2938469,417";"1,089";"27006,7";"449674,6";"485221,628";"168220,84";"92681,5";"19404";"170382,4";"1412591,668";"1402787,114";"2543886,457";"1491921,55";"5410771,245";"4950225,083";"4199663,729";"8742353,052";"381724";"13904,8";"528135,302";"13578,54";"2374,4";"1";"6290,6";"938746,735";"946008,642";"4566772,593";"20788,684";"3272817,1";"4220452,413";"260609,159";"4481061,572";"383452,49";"3035203,816";"1541270,821";"4576474,637";"311276,319";"121378,404";"64973,143";"519599,417";"1017227,283";"270957,265";"110034,94";"54432,667";"1452652,155";"125134,407";"4016,669";"108,83";"129259,906";"6159380,061";"993,363";"4875039,511";"160259,117";"273419,007";"5308717,635";"946008,642";"1412591,668";"384079,4";"5692797,035";"34531,609";"213999,579";"2588,869";"49166,439";"5202,378";"491317,359";"49349,271";"1005603,907"
"2010-09";"86964,891";"2826642,716";"1,158";"22988,1";"623147,8";"424980,033";"139990,97";"103714";"21834";"233527,6";"1570182,503";"1560128,528";"2207598,182";"1290130,902";"5287415,822";"4973522,62";"4310250,866";"8704363,231";"449478,4";"6062";"766629,318";"27229,74";"0";"0";"719,2";"1242085,93";"1250118,658";"4682498,523";"24659,53";"3272817,1";"4334910,396";"260459,888";"4595533,632";"291024,097";"2671373,783";"1336730,037";"4008103,82";"486274,856";"123497,184";"63426,41";"790908,661";"1464107,111";"255226,119";"111493,518";"53822,991";"1884649,739";"163486,791";"3535,64";"113,962";"167136,393";"6062062,894";"2172,942";"5007682,086";"168032,654";"274910,149";"5450624,889";"1250118,658";"1570182,503";"291374,16";"5741999,049";"35155,65";"200375,806";"2181,675";"47095,548";"5573,09";"463775,601";"46599,135";"1005820,193"
"2010-10";"91932,634";"2479344,566";"0,956";"1356,2";"615260,9";"364078,923";"112755,1";"90717,2";"19164";"364425,8";"1567758,123";"1557517,279";"1615574,144";"1095565,426";"5130664,882";"5333354,026";"4640250,593";"8515017,871";"766516,7";"5946,4";"924985,772";"64563,13";"0,1";"0";"3446";"1755302,375";"1765458,102";"5048660,253";"32266,399";"3272817,1";"4672516,992";"284373,975";"4956727,619";"284693,773";"1954629,897";"1129589,706";"3084219,603";"597268,699";"169277,541";"74959,021";"1427092,7";"2268597,961";"262460,762";"97067,611";"55349,345";"2683475,679";"163534,12";"2636,836";"121,298";"166292,254";"5935213,852";"1226,316";"5365310,765";"184248,915";"298509,529";"5848069,209";"1765458,102";"1567758,123";"284844,622";"6132913,831";"35779,691";"206004,873";"2291,935";"48149,754";"6014,2";"339055,753";"34024,28";"1005820,193"
"2010-11";"93411,06";"2225222,728";"1,099";"10442,5";"723748,8";"424297,282";"35893,86";"117777,6";"24963";"129904,6";"1467027,642";"1459596,993";"1662990,751";"961331,783";"5108829,668";"5567728,951";"4769363,783";"8251934,964";"554603,1";"797,5";"1148682,42";"148847,06";"0";"0";"72026,5";"1914475";"1924956,58";"5184112,347";"33784,071";"3272817,1";"4803147,854";"287553,433";"5090701,287";"383616,604";"1992860,885";"994430,053";"2987290,938";"581200,695";"163442,189";"88487,961";"1458751,086";"2291881,931";"278916,659";"104094,066";"48042,25";"2722934,906";"171461,838";"1545,768";"113,893";"173121,499";"5886269,963";"2922,62";"5473360,834";"185731,658";"301326,386";"5960418,878";"1924956,58";"1467027,642";"383780,023";"6344198,901";"36403,732";"223922,709";"2215,545";"46885,22";"5893,185";"329870,134";"33098,27";"1010485,186"
"2010-12";"110327,878";"1748114,439";"1,131";"66832,9";"816635,6";"608846,088";"12708,59";"112202,8";"24891";"4645,4";"1646762,378";"1638949,843";"1795693,091";"1049668,135";"5770148,192";"6129509,213";"5275636,058";"7633846,987";"315023,9";"2759,3";"1181258,713";"204324,26";"0";"0";"301546,4";"1991228,34";"2004912,573";"5756181,399";"42279,353";"3272817,1";"5317915,411";"327938,111";"5645853,521";"373327,814";"2085984,115";"1078808,26";"3164792,375";"555725,917";"160086,874";"279863,127";"1753831,252";"2749507,17";"281973,808";"108783,291";"47739,349";"3188003,618";"224351,78";"1432,544";"110,385";"225894,709";"6581797,804";"3107,102";"6007892,371";"212851,491";"345812,892";"6566556,754";"2004912,573";"1646762,378";"373391,245";"6939947,999";"37027,745";"224701,08";"2042,603";"48931,192";"6298,933";"290291,024";"29140,125";"1015828,3"
"2011-01";"107404,075";"1409454,615";"1,206";"15092,2";"885323,7";"637307,016";"27651,42";"96838";"24574";"27856";"1714642,336";"1709674,632";"1816406,63";"908933,097";"5506094,226";"6020949,268";"5160896,784";"7039591,494";"558049,7";"836,4";"1346098,557";"157513,75";"248,2";"40";"168470,2";"2217525,85";"2231256,807";"5631649,164";"39511,252";"3272817,1";"5200408,036";"323837,053";"5524245,089";"389300,104";"2124348,048";"939794,783";"3064142,831";"609387,521";"166002,507";"207872,313";"1667463,099";"2650725,44";"279330,15";"111190,674";"54662,555";"3095908,819";"156955,439";"1648,226";"116,723";"158720,388";"6325416,098";"6644,06";"5906689,275";"206802,857";"339181,877";"6452674,009";"2231256,807";"1714642,336";"389356,56";"6842030,569";"39949,57";"223255,468";"1459,361";"48618,052";"5997,269";"307941,418";"30861,686";"1016520,28"
"2011-02";"93886,077";"994700,649";"0,977";"186,7";"826594,4";"336889,185";"53160,73";"77711";"24684";"110835,1";"1430061,115";"1423660,578";"1403382,542";"897823,402";"4698478,744";"5536965,01";"4752649,466";"6642624,526";"720362,2";"521";"1466211,636";"53657,44";"0";"0";"26451,3";"2256139,64";"2267203,576";"5172422,263";"34904,967";"3272817,1";"4787554,433";"290981,753";"5078536,186";"364542,747";"1634697,973";"920994,781";"2555692,754";"484828,065";"155936,957";"161247,131";"1510005,447";"2312017,6";"253161,405";"101695,442";"44222,295";"2711096,742";"165185,286";"2590,918";"102,473";"167878,677";"5441105,14";"6436,967";"5424982,224";"182260,709";"306440,689";"5913683,622";"2267203,576";"1430061,115";"364563,979";"6278247,601";"42871,395";"202854,9";"1165,387";"43908,672";"5232,446";"231315,431";"23171,379";"1016693,275"
"2011-03";"94516,153";"755308,28";"0,813";"2984,6";"770014,9";"350629,484";"41404,8";"102445,7";"27497";"111080,3";"1406056,784";"1398323,131";"1428047,321";"794860,378";"4801699,574";"5774226,387";"4948043,3";"6280507,06";"741305,6";"1988,8";"1472503,749";"79615,3";"0";"0";"81823,9";"2365433,4";"2377237,349";"5373599,384";"35497,044";"3272817,1";"4983540,344";"295542,887";"5279083,231";"400627,003";"1689376,636";"821041,367";"2510418,003";"648685,833";"189073,748";"99474,732";"1559946,069";"2497180,382";"277677,155";"107359,464";"52801,61";"2935018,611";"184458,181";"4586,95";"114,674";"189159,805";"5639964,357";"5367,938";"5708646,61";"190875,021";"310939,355";"6210460,986";"2377237,349";"1406056,784";"400683,936";"6611144,922";"45793,22";"221870,798";"1359,413";"48536,563";"5910,381";"261329,315";"26180,989";"1016693,275"
"2011-04";"73835,545";"842303,8";"0,764";"11789,5";"595732,2";"287389,977";"47601,86";"82244,9";"22359";"127048";"1174165,437";"1167625,954";"1632296,269";"742132,619";"4188964,598";"5058226,138";"4295100,539";"6355451,135";"796886,5";"4680,6";"1147861,43";"60708,67";"238,1";"0";"32538,1";"2033646,042";"2042913,4";"4636052,189";"22397,006";"3272817,1";"4317497,545";"244719,099";"4562216,644";"422173,949";"2027685,285";"781780,664";"2809465,949";"368995,563";"172448,71";"59175,297";"921263,445";"1521883,015";"266712,322";"105998,373";"51244,052";"1945837,762";"190244,142";"5965,054";"114,074";"196323,27";"4959207,093";"7580,112";"4994538,939";"152580,045";"258213,279";"5405332,263";"2042913,4";"1174165,437";"422622,793";"5827955,056";"48715,045";"213199,38";"955,731";"46778,936";"5778,275";"395389,016";"39648,045";"1016693,275"
"2011-05";"78984,4";"1173266,722";"0,683";"11501,4";"357139,8";"396316,673";"68403,49";"93031,2";"6217";"274206,8";"1206816,363";"1198438,752";"1843224,494";"1051586,17";"4624596,666";"5063623,588";"4350359,54";"6436929,889";"885943,9";"3105,5";"633112,156";"113079,91";"1068,1";"1";"5528";"1634196,57";"1641838,566";"4698411,887";"21474,606";"3272817,1";"4371834,146";"247593,341";"4619427,487";"365211,701";"2286750,043";"1095991,632";"3382741,675";"293292,469";"180323,645";"24018,985";"918022,881";"1415657,98";"273476,528";"118608,63";"58295,027";"1866038,165";"142573,627";"7471,794";"92,064";"150137,485";"5408964,932";"10047,607";"5060177,808";"157258,339";"260695,09";"5478131,237";"1641838,566";"1206816,363";"365855,898";"5843987,135";"51636,87";"219099,644";"1150,435";"47690,889";"5535,56";"443525,549";"44405,462";"1016710,021"
"2011-06";"78306,496";"1895072,464";"0,862";"20173";"616683,6";"398547,774";"67052,56";"108915,5";"18498";"220416,6";"1450287,034";"1444323,277";"2335536,4";"1242714,518";"4912880,408";"4878460,585";"4123988,007";"6345030,542";"587552,6";"790,3";"709426,491";"103043,14";"0,1";"0";"13329,1";"1405956,29";"1414141,731";"4460266,14";"16827,155";"3272817,1";"4140815,162";"241144,482";"4381959,644";"418194,445";"2850281,483";"1294243,304";"4144524,787";"284976,516";"181762,284";"47957,249";"426399,502";"941095,551";"247129,548";"125034,979";"59290,617";"1372550,695";"160674,769";"6462,695";"69,841";"167207,305";"5702176,104";"17893,317";"4841412,236";"153099,083";"252618,684";"5247130,003";"1414141,731";"1450287,034";"418900,798";"5666030,801";"54558,695";"196151,391";"746,694";"45312,514";"4918,949";"514745,083";"51528,786";"1016718,878"
"2011-07";"76747,274";"2510269,164";"0,872";"8708,2";"429553";"257152,954";"220954,49";"107595,1";"20461";"344612,5";"1389037,244";"1382873,396";"2256179,532";"1059675,062";"4708285,026";"5110840,377";"4282662,574";"6523406,887";"850256,2";"19620,4";"903800,541";"13649,99";"25,8";"3";"3464,5";"1781075,763";"1790820,431";"4635202,103";"18054,804";"3272817,1";"4300717,378";"257737,451";"4558454,829";"475638,274";"2718460,032";"1105939,148";"3824399,18";"291209,27";"193356,93";"67996,173";"436044,383";"988606,756";"263251,388";"120480,747";"62572,447";"1434911,338";"204887,434";"6542,523";"66,792";"211496,749";"5498331,686";"27524,419";"5001877,728";"153691,652";"268384,409";"5423953,789";"1790820,431";"1389037,244";"476161,084";"5900114,873";"57480,52";"211448,927";"940,926";"45875,863";"4985,672";"462280,5";"46264,086";"1037789,669"
