"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68"
"2019-05";"56085,847";"802554,887";"1,015";"17559,8";"333795,8";"387868,544";"500005,178";"111002,826";"25889,3";"438989,72";"1815111,168";"1794746,055";"2721572,505";"1141000,817";"5762960,719";"5547866,771";"4775306,706";"1026423,7";"693852,625";"120402,028";"770773,381";"2015,77";"7,306";"0";"2059,012";"1579652,107";"1589110,122";"5118011,971";"49002,62";"3279354,2";"4824309,326";"237616,798";"5061926,124";"429854,8";"3411834,719";"1210715,983";"4622550,702";"88498,449";"178395,739";"58799,659";"186833,66";"512527,507";"260670,865";"131351,529";"88372,064";"992921,965";"817580,627";"145019,017";"22,302";"962621,946";"6578163,793";"69,18";"5503615,579";"169090,927";"249601,441";"5922307,947";"1589110,122";"1815111,168";"429854,8";"6352162,747";"1445115";"208283,095";"3,527";"49619,084";"2765,159";"690262,214";"69715,166";"3134072,064"
"2019-06";"61506,476";"2170462,371";"1,128";"36475,875";"377150,1";"447426,183";"550288,232";"112561,117";"25017,4";"545251,763";"2094170,67";"2076132,575";"2907010,316";"1614524,298";"6060103,984";"5251269,313";"4420800,347";"1057396,678";"464063,9";"64379,189";"750743,262";"1200,21";"413,996";"0";"803,044";"1267297,904";"1281603,601";"4769504,577";"50905,882";"3279354,2";"4471706,229";"236291,872";"4707998,101";"481764,736";"3578508,707";"1683715,909";"5262224,616";"95572,59";"183938,103";"50629,528";"289046,723";"619186,944";"244094,89";"129240,786";"79451,854";"1071974,474";"395688,633";"218212,375";"11,875";"613912,883";"6948383,339";"271,366";"5224338,996";"178503,401";"251209,137";"5654051,534";"1281603,601";"2094170,67";"481764,736";"6135816,27";"1463779";"194444,865";"4,264";"47124,015";"2521,746";"671498,391";"69191,611";"3134072,064"
"2019-07";"65487,941";"2519771,997";"0,841";"4056,8";"229790,145";"400395,597";"519414,216";"114092,221";"25636,9";"619375,464";"1912761,343";"1897044,019";"2158199,041";"1509848,68";"5304431,766";"5229324,151";"4623109,128";"1067699,009";"796309,325";"193779,963";"842535,224";"806,16";"25,74";"0";"0";"1821936,404";"1833456,412";"4983356,74";"45811,776";"3279354,2";"4668920,905";"248947,895";"4917868,799";"245967,411";"2637499,064";"1560047,489";"4197546,553";"139238,312";"173393,584";"55126,033";"579995,512";"947753,441";"258956,097";"122781,827";"87816,56";"1417307,925";"332310,647";"192464,786";"13,481";"524788,914";"6141201,733";"1558,341";"5372151,285";"178437,521";"265340,585";"5815929,391";"1833456,412";"1912761,343";"245967,411";"6061896,802";"1486474";"208228,627";"23,081";"48282,164";"2422,225";"479300,023";"50198,809";"3148946,526"
"2019-08";"62017,551";"2674172,344";"0,879";"2213,3";"99474,708";"414463,425";"495961,014";"78368,545";"25906,2";"516435,89";"1632823,082";"1615748,369";"1986570,161";"1416539,918";"5023906,637";"5114607,316";"4510539,223";"1129320,848";"655334,825";"221391,256";"839036,989";"1237,88";"1212,735";"0";"0,944";"1706449,048";"1718214,629";"4855632,751";"40329,662";"3279354,2";"4550868,885";"242746,315";"4793615,2";"258974,565";"2411884,287";"1461247,108";"3873131,395";"17294,69";"135174,456";"56926,81";"790542,928";"999938,884";"237005,189";"125522,719";"81115,766";"1443582,558";"309439,651";"174195,811";"8,362";"483643,824";"5802120,517";"1762,74";"5200773,987";"168322,464";"259441,048";"5628537,499";"1718214,629";"1632823,082";"258974,565";"5887512,064";"1508619";"187239,287";"8,01";"47363,319";"2394,573";"425314,126";"44707,19";"3164801,206"
"2019-09";"56682,622";"2652020,03";"0,855";"5858,8";"256572,037";"282189,972";"498720,206";"93480,92";"24602,1";"547808,926";"1709232,961";"1686638,188";"1703495,519";"1119010,312";"4701118,753";"5232905,428";"4509910,306";"982441,101";"799556,4";"156181,829";"1267155,897";"2120,81";"32,855";"0";"14,706";"2218424,863";"2225062,497";"4840533,953";"32144,759";"3279354,2";"4542055,065";"241796,266";"4783851,331";"392371,475";"2109722,236";"1161126,27";"3270848,506";"9289,946";"156882,248";"33701,201";"1057425,971";"1257299,366";"234921,494";"121384,776";"76826,359";"1690431,995";"399966,338";"147493,521";"11,671";"547471,53";"5510084,511";"1332,48";"5226843,322";"151508,557";"255190,693";"5633542,572";"2225062,497";"1709232,961";"392371,475";"6025914,047";"1531030";"185494,822";"4,264";"46855,171";"2567,237";"406226,717";"42115,958";"3201008,839"
"2019-10";"68410,115";"2594424,493";"0,865";"401,9";"362511,485";"219418,721";"526959,702";"116379,549";"26068,3";"731829,511";"1983569,168";"1959393,118";"1543300,965";"951097,122";"4831291,931";"5728060,213";"4892942,99";"912906,552";"1121701,225";"150358,49";"1588415,532";"406,83";"5,378";"0";"0,098";"2856161,4";"2860887,553";"5262858,989";"31806,03";"3279354,2";"4924749,021";"269699,854";"5194448,874";"465201,224";"1896359,023";"987361,486";"2883720,509";"158820,692";"163869,126";"53897,923";"1326382,499";"1702970,24";"223934,667";"92010,015";"90991,963";"2109906,885";"496969,174";"115438,335";"8,501";"612416,01";"5607625,502";"1582,098";"5577490,197";"162072,87";"280179,596";"6019742,663";"2860887,553";"1983569,168";"465201,224";"6484943,887";"1563787";"174509,567";"4,332";"46634,395";"2786,373";"353058,058";"36264,364";"3208465,43"
"2019-11";"75580,855";"2359077,264";"1,128";"8316,6";"483292,431";"439073,338";"399741,874";"74533,825";"25293,9";"151799,545";"1582051,513";"1566888,255";"1798246,034";"1036111,508";"5477073,192";"5889855,914";"5091715,037";"802977,878";"739354,1";"90050,766";"1041421,065";"12315,734";"3,747";"0";"102481,541";"1979670,977";"1985626,953";"5463456,179";"32765,45";"3279354,2";"5124480,487";"263394,837";"5387875,324";"426399,735";"2213314,899";"1078087,745";"3291402,644";"135388,95";"143509,385";"47543,548";"1320870,934";"1647312,817";"224697,968";"120873,046";"90974,668";"2083858,499";"740933,528";"56218,682";"4,795";"797157,005";"6174450,096";"2031,948";"5706210,201";"171262,651";"274152,949";"6151625,801";"1985626,953";"1582051,513";"426399,735";"6578025,536";"1587224";"174283,129";"34,186";"47692,745";"2687,908";"415068,865";"41976,237";"3208465,43"
"2019-12";"73098,938";"2178962,069";"1,018";"14737,275";"348926,011";"279651,191";"540180,76";"113171,858";"26202,9";"245710,332";"1568580,327";"1541698,864";"1607931,489";"881341,426";"5176643,064";"6314774,736";"5375210,081";"635096,847";"986296,475";"150226,104";"1505566,984";"6053,716";"9,302";"0";"37251,797";"2679830,536";"2685404,378";"5771941,991";"32649,453";"3279354,2";"5407859,534";"290983,519";"5698843,053";"542832,745";"1998096,576";"919757,31";"2917853,886";"135694,961";"138774,789";"44873,29";"1339972,669";"1659315,709";"236844,762";"127501,356";"90687,889";"2114349,716";"826688,024";"56969,622";"0,702";"883658,348";"5916492,474";"630,524";"6014845,388";"171459,683";"304178,709";"6490483,78";"2685404,378";"1568580,327";"542832,745";"7033316,525";"1614885";"184032,095";"98,918";"50215,09";"2498,659";"390165,087";"38415,884";"3208465,43"
"2020-01";"94014,743";"1563810,939";"0,912";"482";"378198,736";"200662,411";"647788,048";"110843,758";"26046,4";"592791,463";"1956812,816";"1931459,103";"1367834,634";"1098530,557";"5249927,25";"6357070,69";"5572231,725";"460323,962";"1112550,1";"174825,241";"1754562,748";"1945,38";"150,591";"0";"2554,808";"3038602,543";"3046588,868";"6011101,793";"29146,952";"3279354,2";"5601378,678";"315708,373";"5917087,05";"345968,897";"1655477,163";"1128804,028";"2784281,191";"151342,613";"157191,435";"52734,865";"1893152,842";"2254421,755";"266972,139";"124095,931";"75940,135";"2721429,96";"422444,624";"78516,958";"0,288";"500961,87";"6009564,262";"2891,241";"6235859,79";"186837,344";"330674,283";"6753371,417";"3046588,868";"1956812,816";"345968,897";"7099340,314";"1634838";"212859,417";"93,301";"51315,856";"2703,565";"287642,529";"30273,471";"3189246,494"
"2020-02";"78641,409";"1412398,639";"1,375";"10820";"437912,771";"187712,688";"729508,984";"111699,632";"24505";"573254,621";"2075413,696";"2054237,429";"1833379,937";"762701,005";"5378648,422";"5924595,822";"5076376,523";"303927,645";"782730,025";"162434,455";"1662081,08";"26,77";"3,274";"0";"10,074";"2600184,829";"2607285,678";"5482416,346";"29903,317";"3279354,2";"5106279,841";"297495,097";"5403774,937";"442179,476";"2186503,033";"799266,454";"2985769,487";"130327,231";"164079,38";"54534,77";"1071949,314";"1420890,695";"258950,99";"115332,737";"70083,376";"1865257,798";"1091789,202";"101164,226";"0,085";"1192953,513";"6048486,887";"4506,089";"5661725,028";"167845,52";"308608,845";"6138179,393";"2607285,678";"2075413,696";"442179,476";"6580358,869";"1658613";"207787,034";"4,098";"48734,476";"2425,382";"353123,096";"36565,449";"3189245,103"
"2020-03";"79553,759";"1055702,519";"1,072";"23497,6";"324944,615";"292797,382";"479153,842";"84488,868";"25935,1";"528690,455";"1759507,862";"1735806,089";"1929344,8";"989193,215";"5371323,906";"5763878,814";"4960856,467";"156005,881";"666130,425";"136706,097";"1329134,332";"1757,84";"9,41";"0";"1585,491";"2128360,997";"2135323,595";"5334791,343";"34191,828";"3279354,2";"4995048,295";"260189,289";"5255237,584";"429087,471";"2334604,832";"1031164,309";"3365769,141";"142140,28";"159838,735";"55727,492";"1035854,942";"1393561,449";"284754,259";"120806,27";"62004,714";"1861126,692";"751063,511";"160749,372";"4,157";"911817,04";"6141642,413";"2929,54";"5639536,292";"176954,974";"271879,409";"6088370,675";"2135323,595";"1759507,862";"429087,471";"6517458,146";"1670389";"230864,068";"4,358";"51360,389";"2525,444";"405260,032";"41971,094";"3186499,938"
"2020-04";"50187,443";"1028032,956";"0,851";"30809,05";"85869,438";"402069,42";"413752,388";"84098,827";"25210,7";"404920,931";"1446730,754";"1430025,19";"1830003,523";"1002177,089";"4414416,689";"4832891,523";"4053196,458";"65372,342";"546553,65";"314116,639";"990756,857";"1698,88";"273,011";"0";"2285,462";"1848500,024";"1855684,499";"4358904,788";"38707,921";"3279354,2";"4091904,378";"216812,966";"4308717,345";"473986,735";"2333846,336";"1055568,944";"3389415,28";"14905,011";"129515,684";"33356,331";"501880,706";"679657,732";"269401,413";"116752,027";"59143,664";"1124954,836";"399270,853";"239360,472";"3,585";"638634,91";"5155535,13";"2530,104";"4718438,426";"145913,816";"226149,898";"5090502,14";"1855684,499";"1446730,754";"473986,735";"5564488,875";"1686983";"218180,85";"6,946";"48823,171";"2390,446";"503842,813";"53391,855";"3186499,938"
"2020-05";"51567,317";"1426186,347";"0,857";"46151,375";"65202,019";"472578,689";"672369,076";"108534,949";"26019,6";"451260,178";"1842115,886";"1824977,426";"2325620,018";"1123414,551";"5123562,108";"5012097,569";"4208164,251";"65372,342";"681075,575";"288494,792";"752513,957";"0,09";"366,414";"0";"445,787";"1713512,887";"1722896,615";"4529139,724";"46234,458";"3279354,2";"4254398,709";"223173,698";"4477572,407";"482957,845";"2928186,188";"1188082,445";"4116268,633";"8704,637";"150695,774";"40933,986";"209390,137";"409724,534";"268588,431";"109404,223";"64085,61";"851802,798";"672982,361";"201203,54";"2,561";"874188,462";"5845809,785";"3549,892";"4855429,681";"153875,631";"234327,357";"5243632,669";"1722896,615";"1842115,886";"482957,845";"5726590,514";"1714774";"216472,855";"5,873";"49471,407";"2638,296";"602566,17";"64667,894";"3186472,125"
"2020-06";"57931,87";"1905973,922";"0,961";"70650,45";"148137,88";"836248,365";"583142,802";"94740,798";"25014,7";"302154,977";"2060089,972";"2039575,329";"2539171,528";"1487058,309";"5668449,532";"4898387,669";"4193530,681";"65372,342";"443044,35";"248846,188";"560224,318";"4830,852";"2112,616";"0";"19167,006";"1269513,466";"1278225,33";"4514240,912";"44219,862";"3279354,2";"4237750,544";"218558,499";"4456309,042";"384146,757";"3153809,053";"1553147,342";"4706956,395";"8822,216";"145104,31";"49146,561";"212870,406";"415943,493";"246858,558";"106858,595";"59740,926";"829401,572";"616820,769";"194247,082";"3,414";"811071,265";"6352393,176";"4963,944";"4796527,79";"158518,407";"231335,58";"5186381,777";"1278225,33";"2060089,972";"384146,757";"5570528,534";"1744001";"198188,011";"3,666";"46249,171";"2417,71";"614637,525";"66089,033";"3182300,142"
"2020-07";"60250,863";"2263444,259";"1,011";"72544,8";"255623,386";"668576,94";"520004,612";"121033,608";"25861,3";"456837,572";"2120482,218";"2102973,789";"2570947,934";"1585922,648";"5832385,439";"5155136,072";"4473564,651";"65372,342";"571929,475";"64124,292";"783931,261";"7221,612";"2,766";"0";"6696,162";"1425724,422";"1433905,568";"4803979,222";"38847,599";"3279354,2";"4512412,249";"231316,109";"4743728,359";"351156,85";"3188331,74";"1651779,329";"4840111,069";"12599,755";"130679,344";"59142,157";"506664,821";"709086,077";"258360,176";"111599,82";"67144,052";"1146190,125";"334420,087";"241684,733";"39,334";"576144,154";"6567743,421";"5298,073";"5124994,219";"159251,968";"245763,734";"5530009,921";"1433905,568";"2120482,218";"351156,85";"5881166,771";"1779134";"208520,565";"3,631";"47334,625";"2501,355";"617383,806";"65856,681";"3182277,891"
"2020-08";"58185,081";"2629391,574";"1,081";"42273,575";"310857,257";"648888,48";"529927,358";"89570,166";"25926,2";"337834,023";"1985277,059";"1962311,482";"2388393,363";"1455883,162";"5461725,6";"5128471,524";"4421378,028";"65371,552";"690959,7";"92245,2";"836874,182";"1304,642";"2933,681";"0";"10024,92";"1629057,406";"1634342,325";"4744572,935";"35460,265";"3279354,2";"4456838,292";"229549,561";"4686387,854";"383898,589";"2973149,216";"1517799,248";"4490948,464";"13671,959";"142920,848";"55743,386";"476797,185";"689133,378";"258416,83";"116882,167";"63850,033";"1128282,408";"375473,611";"212280,816";"0,231";"587754,658";"6211475,796";"4490,266";"5081054,944";"151863,398";"243724,131";"5476642,473";"1634342,325";"1985277,059";"383898,589";"5860541,062";"1807798";"207245,066";"3,631";"48840,913";"2327,22";"584755,853";"61916,086";"3182266,766"
"2020-09";"55819,558";"2505767,1";"1,166";"26907,875";"360819,385";"637293,077";"316452,478";"61767,125";"24974,1";"321950,532";"1750164,572";"1729902,937";"2287779,147";"1412063,307";"5310037,264";"5233774,141";"4527298,046";"65368,267";"672219,475";"77739,382";"846392,124";"21671,54";"2161,996";"0";"39317,892";"1653639,814";"1659502,409";"4846727,607";"33889,182";"3279354,2";"4561187,229";"229720,821";"4790908,049";"387046,534";"2859534,73";"1472717,173";"4332251,903";"13318,696";"143298,999";"52935,324";"472149,569";"681702,588";"247300,147";"119502,791";"56418,675";"1104924,201";"428097,625";"184797,395";"1,111";"612896,131";"6053430,241";"3358,006";"5184364,064";"147563,936";"243793,544";"5575721,544";"1659502,409";"1750164,572";"387046,534";"5962768,078";"1846018";"196715,833";"3,623";"48414,41";"2166,281";"571755,583";"60653,866";"3182266,766"
"2020-10";"64808,421";"2612914,467";"1,346";"45204,575";"556971,316";"368191,613";"515146,54";"101682,098";"25927,6";"228046,762";"1841170,504";"1820238,239";"2378488,893";"1050666,086";"5676598,903";"5763913,741";"4978257,449";"64409,769";"586943,675";"32072,016";"1264230,536";"6483,296";"558,765";"0";"24923,502";"1907553,077";"1915211,79";"5331976,287";"34420,672";"3279354,2";"5012678,122";"254489,745";"5267167,866";"431937,454";"2981893,355";"1114172,649";"4096066,004";"13623,586";"174433,299";"55516,67";"836918,297";"1080491,852";"263144,108";"112964,798";"68327,269";"1524928,027";"706209,237";"113053,959";"0,352";"819263,548";"6442296,143";"2038,564";"5656020,544";"160428,813";"267950,618";"6084399,975";"1915211,79";"1841170,504";"431937,454";"6516337,429";"1886321";"211032,325";"3,584";"49769,525";"2338,674";"603404,462";"63506,563";"3163910,04"
"2020-11";"68487,621";"2189797,758";"1,116";"5388,9";"512646,77";"240291,079";"520993,29";"102452,867";"24603,2";"372233,502";"1778609,608";"1755022,377";"1811214,06";"1115945,092";"5050195,742";"5754875,148";"5094842,615";"63819,903";"982002,95";"80421,567";"1387730,97";"9251,212";"345,808";"0";"4717,49";"2459701,783";"2464469,997";"5465380,758";"32884,929";"3279354,2";"5127727,544";"269165,593";"5396893,137";"289494,39";"2260964,954";"1162614,06";"3423579,014";"9191,151";"149755,605";"48957,257";"1247016,437";"1454920,45";"266231,399";"102278,716";"72085,724";"1895516,289";"372982,149";"86581,635";"8,194";"459571,978";"5780113,174";"1445,893";"5735312,943";"159000,485";"282165,745";"6176479,173";"2464469,997";"1778609,608";"289494,39";"6465973,563";"1929967";"215733,804";"3,687";"48098,692";"2395,216";"449750,894";"46668,968";"3163880,836"
"2020-12";"72450,933";"1767232,668";"0,943";"3689,5";"565637,99";"354749,837";"457739,564";"94794,055";"26220,2";"207463,426";"1710294,572";"1685304,628";"1493742,88";"977821,8";"5030825,833";"6110781,813";"5338453,697";"63819,903";"950993,775";"62082,781";"1609850,843";"45623,98";"857,451";"0";"99677,414";"2765260,608";"2769086,244";"5732708,739";"30754,761";"3279354,2";"5369208,459";"291049,348";"5660257,806";"378073,074";"1841732,817";"1012795,576";"2854528,393";"16671,716";"163285,31";"50952,674";"1544935,519";"1775845,219";"276595,677";"150803,341";"71454,901";"2274699,138";"619981,506";"55839,984";"10,153";"675831,643";"5805636,542";"577,368";"6014280,764";"167902,782";"304171,594";"6486355,14";"2769086,244";"1710294,572";"378073,074";"6864428,214";"1975043";"223352,955";"3,58";"50683,028";"2556,114";"347989,937";"34973,776";"3163868,32"
"2021-01";"67795,418";"1265110,451";"0,91";"4155,625";"630552,244";"552408,531";"160101,094";"112203,967";"26124,8";"51853,055";"1537399,316";"1514660,603";"1375463,776";"1012428,775";"4807635,384";"6183701,825";"5391456,962";"63819,617";"929768,275";"48398,04";"1412970,177";"169003,644";"274,455";"0";"332770,525";"2890727,044";"2893185,116";"5795922,905";"36651,894";"3247786,2";"5428108,856";"300018,631";"5728127,487";"387778,92";"1644264,216";"1038788,096";"2683052,312";"14193,101";"161614,986";"48150,529";"1566732,167";"1790690,783";"273431,292";"127262,144";"72396,947";"2263781,166";"574505,457";"78680,158";"10,586";"653196,201";"5600730,177";"700,498";"6085840,283";"168167,766";"314729,008";"6568737,057";"2893185,116";"1537399,316";"387778,92";"6956515,977";"1993265";"220834,183";"3,579";"50007,161";"2586,369";"268800,44";"26359,321";"3169244,987"
"2021-02";"64568,76";"853868,573";"1,305";"29294,55";"532314,584";"347553,92";"247312,246";"95044,641";"23506,3";"73513,226";"1348539,467";"1326873,051";"1775241,564";"892073,368";"4761868,583";"5522611,996";"4864647,655";"63819,617";"575815,1";"41615,657";"1242691,459";"39868,602";"410,633";"0";"193441,011";"2087616,464";"2093842,462";"5219111,009";"33196,256";"3247786,2";"4897843,91";"256698,338";"5154542,249";"303500,987";"2085289,778";"921548,914";"3006838,692";"13395,583";"156680,305";"44063,561";"1236881,149";"1451020,598";"243652,221";"114426,035";"64797,334";"1873896,188";"464677,136";"138083,458";"8,275";"602768,869";"5484750,494";"1246,745";"5502599,539";"154749,782";"269203,181";"5926552,502";"2093842,462";"1348539,467";"303500,987";"6230053,489";"2018697";"195881,671";"3,56";"45348,273";"2418,717";"310048,214";"29475,546";"3169244,987"
"2021-03";"61905,709";"517365,606";"0,866";"2171,9";"488981,048";"276309,596";"226948,536";"103331,398";"25827,8";"174227,326";"1297797,604";"1272973,819";"1577562,579";"799171,283";"4610976,883";"5902024,338";"5259781,168";"63819,617";"867069,6";"81969,506";"1562422,177";"20323,024";"562,524";"0";"35674,901";"2564021,274";"2568021,732";"5605141,823";"34836,482";"3247786,2";"5294617,651";"248618,464";"5543236,114";"296882,515";"1898244,179";"829694,387";"2727938,566";"15181,288";"179360,525";"50787,738";"1206875,501";"1452205,052";"272845,708";"111453,926";"57931,614";"1894436,3";"599568,393";"197299,901";"2,223";"796870,517";"5420302,376";"1056,993";"5974600,926";"157705,011";"261338,052";"6393643,989";"2568021,732";"1297797,604";"296882,515";"6690526,504";"2060980";"219262,425";"3,579";"50766,195";"2813,509";"320681,6";"30523,104";"3169244,987"
"2021-04";"58098,19";"448667,042";"0,787";"11179,575";"220977,101";"398367,796";"230924,02";"78466,087";"24971,4";"561734,99";"1526620,969";"1503820,701";"1709560,458";"722970,968";"4636491,288";"5474052,249";"4738412,643";"63819,617";"854128,85";"48807,843";"1405865,723";"31648,914";"4135,367";"0";"1710,184";"2341381,662";"2346296,881";"5057877,787";"33859,351";"3247786,2";"4772271,995";"227507,603";"4999779,597";"416174,462";"2128315,601";"763273,51";"2891589,111";"8294,11";"163010,684";"33498,359";"932269,027";"1137072,18";"261687,938";"111630,782";"70973,805";"1581364,705";"728681,569";"232537,555";"1,085";"961220,209";"5435067,224";"893,199";"5453521,338";"148317,308";"236730,028";"5838568,674";"2346296,881";"1526620,969";"416174,462";"6254743,136";"2110014";"211684,1";"6,958";"47670,661";"2326,219";"418755,143";"40302,542";"3186974,569"
"2021-05";"50453,401";"628120,356";"1,023";"98104,825";"188733,026";"711272,739";"374083,748";"102428,809";"25638,1";"263236,553";"1763497,8";"1742329,041";"2779147,727";"1122742,048";"5925017,122";"5435695,213";"4609966,512";"63819,617";"389207,9";"34090,843";"796260,68";"16712,036";"1021,202";"0,1";"24423,606";"1253007,132";"1261716,367";"4931625,197";"50235,894";"3247786,2";"4660202,406";"220969,39";"4881171,796";"504070,016";"3471626,288";"1190403,625";"4662029,913";"12619,321";"190791,339";"54927,091";"376927,502";"635265,253";"262500,528";"111694,638";"67131,435";"1076591,854";"783613,049";"238078,979";"0";"1021692,028";"6762007,389";"1693,594";"5363576,118";"160501,941";"232077,881";"5756155,94";"1261716,367";"1763497,8";"504070,016";"6260225,956";"2162593";"210648,173";"128,055";"49343,023";"2381,277";"692478,561";"67661,577";"3186996,04"
"2021-06";"51200,917";"1551427,108";"1,054";"27781,025";"180295,17";"866337,079";"260439,186";"113126,757";"24654,7";"349346,203";"1821980,12";"1804717,594";"2782894,2";"1583915,244";"5805083,464";"5211205,868";"4562398,64";"63819,617";"427732,125";"180344,481";"578067,886";"29403,834";"303,495";"0,1";"9250,177";"1210839,998";"1225102,098";"4890214,3";"50162,876";"3247786,2";"4612561,516";"226451,867";"4839013,383";"320991,568";"3415289,57";"1647121,245";"5062410,815";"11594,229";"179649,107";"43186,923";"226914,951";"461345,21";"219159,008";"108118,951";"59476,288";"848099,457";"351195,489";"324982,456";"0";"676177,945";"6590388,263";"3700,046";"5273860,617";"156088,642";"242569,414";"5672518,673";"1225102,098";"1821980,12";"320991,568";"5993510,241";"2224751";"172635,641";"3,758";"44183,113";"2336,496";"632395,37";"63206,001";"3186996,04"
"2021-07";"46881,112";"2351849,197";"1,014";"3240,4";"133462,566";"695146,318";"403388,216";"120927,526";"25675,1";"492740,759";"1874580,885";"1858645,813";"2592810,181";"1507390,413";"5568306,057";"5439235,122";"4667108,435";"63730,297";"835431,21";"189491,054";"694760,175";"22446,83";"180,365";"0";"1054,373";"1729574,878";"1743364,007";"5010380,433";"49591,929";"3247786,2";"4716700,364";"246798,957";"4963499,321";"428854,689";"3125866,004";"1560650,965";"4686516,969";"7767,269";"147608,76";"54558,262";"255603,329";"465537,62";"242108,19";"90186,855";"61103,237";"858935,902";"491133,479";"296926,459";"0";"788059,938";"6336685,743";"3172,934";"5362509,446";"152329,411";"261775,319";"5776614,176";"1743364,007";"1874580,885";"428854,689";"6205468,865";"2292732";"194571,297";"3,765";"45178,547";"2354,581";"533055,823";"53260,552";"3210261,532"
"2021-08";"49788,123";"2508189,336";"1,212";"17817,7";"413576,027";"654355,365";"441730,96";"123989,235";"25691,4";"445333,175";"2122493,862";"2105788,261";"2721647,026";"1739875,031";"5842137,436";"5269839,137";"4504767,108";"63725,406";"821550,66";"21055,971";"687633,691";"13568,49";"144,333";"0";"1556,766";"1533489,962";"1545509,911";"4847711,257";"50276,489";"3247786,2";"4555043,596";"242879,537";"4797923,134";"422127,88";"3321953,495";"1799532,668";"5121486,163";"4827,344";"181309,827";"56063,046";"212036,318";"454236,535";"235270,154";"111514,167";"61130,966";"862151,822";"376665,936";"248820,841";"0,046";"625486,823";"6612404,109";"3279,301";"5197065,01";"158186,827";"258040,441";"5613292,278";"1545509,911";"2122493,862";"422127,88";"6035420,158";"2354342";"188765,479";"3,765";"44256,508";"2244,402";"600306,469";"59657,637";"3210261,532"
"2021-09";"36143,084";"2479386,671";"0,932";"1115,3";"201035,878";"472796,274";"84268,528";"123691,744";"24800,4";"508957,083";"1416665,207";"1399166,578";"1854846,843";"1133528,279";"4220169,406";"5384778,877";"4546272,056";"63721,8";"1304432,137";"89697,445";"996476,592";"176147,276";"472,872";"1,1";"4222,303";"2563776,049";"2571449,725";"4868798,422";"41296,207";"3247786,2";"4587568,263";"245087,075";"4832655,338";"515980,455";"2265761,188";"1174646,842";"3440408,03";"2829,751";"156459,418";"55375,031";"343466,413";"558130,613";"227065,85";"109348,39";"59904,037";"954448,89";"344815,511";"255988,885";"0,519";"600804,915";"4998142,255";"2480,42";"5247608,393";"131500,881";"257837,044";"5636946,318";"2571449,725";"1416665,207";"515980,455";"6152926,773";"2422615";"180975,787";"3,758";"43673,653";"2412,652";"410914,345";"41118,563";"3240410,231"
"2021-10";"50861,085";"2482510,538";"0,804";"0";"102395,381";"379856,127";"311136,11";"109932,444";"25684,6";"558449,863";"1487454,525";"1477255,439";"1442928,106";"930758,707";"4475407,42";"5884705,458";"4903671,931";"63721,8";"1590758,607";"139024,481";"1126988,236";"34722,414";"424,867";"0";"3146,674";"2886553,477";"2895065,279";"5266256,476";"39423,586";"3247786,2";"4943095,516";"272299,874";"5215395,391";"618448,982";"1758313,461";"962758,912";"2721072,373";"5965,301";"169774,692";"51689,124";"1021869,343";"1249298,46";"259082,538";"113286,113";"59990,595";"1681657,706";"666773,043";"195622,139";"7,57";"862402,752";"5267127,692";"1994,861";"5625439,828";"147682,716";"283166,92";"6056289,464";"2895065,279";"1487454,525";"618448,982";"6674738,446";"2470065";"210823,388";"3,797";"45695,586";"2559,767";"315385,355";"32000,205";"3307506,743"
"2021-11";"66465,017";"2056229,074";"0,792";"204,4";"262469,181";"395620,032";"329920,778";"82569,236";"24415";"316816,676";"1412015,303";"1402147,065";"1283065,364";"1129802,311";"5055186,266";"6155770,965";"5244705,613";"63721,8";"1267216,56";"90626,016";"1079727,184";"44830,336";"2020,122";"0";"27224,913";"2502731,764";"2511645,131";"5628197,401";"35071,625";"3247786,2";"5279777,238";"281955,146";"5561732,384";"527573,564";"1576699,015";"1158231,066";"2734930,081";"5366,171";"167187,446";"64716,404";"1726119,138";"1963389,159";"258535,607";"109174,293";"69852,329";"2400951,388";"612704,737";"106054,172";"0,24";"718759,149";"5855047,369";"406,751";"5974483,697";"157605,704";"295014,232";"6427103,633";"2511645,131";"1412015,303";"527573,564";"6954677,197";"2543838";"211830,123";"0,764";"44077,508";"2627,212";"293633,651";"28428,755";"3363894,652"
