"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66"
"aktualisiert";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27";"2025-06-27"
"TS_ID";"#89115";"#999046";"#999023";"#999027";"#999026";"#999028";"#999029";"#999030";"#999031";"#999032";"#999025";"#999011";"#114108";"#114111";"#123754";"#999005";"#999042";"#999022";"#999035";"#999034";"#999036";"#999037";"#999038";"#999039";"#999040";"#999013";"#999033";"#89111";"#999017";"#999045";"#999014";"#999018";"#89116";"#89109";"#89092m";"#89091m";"#999003m";"#89093m";"#89096m";"#89095m";"#89097m";"#99108m";"#99105m";"#156858m";"#99106m";"#129589m";"#89101";"#248357";"#113482m";"#99107m";"#129590m";"#89103m";"#228658m";"#123739";"#999012";"#89110m";"#999033";"#999025";"#89108";"#999004m";"#156854m";"#156855m";"#156856m";"#156857m";"#114110m";"#114112m"
"ZA";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn";"mn"
"KOMP";"Eigenbedarf von Kraftwerken (aus eigener Erzeugung)";"Energieinhalt Speicher ";"Erzeugungskoeffizient";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Exporte";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromverbrauch";"Abgabe an Endverbraucher";"Arbeitsvermögen";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Importe";"Inlandstromverbrauch";"Eigenbedarf von Kraftwerken (Bezug aus dem öffentlichen Netz)";"Nennenergieinhalt";"Netzabgabe";"Netzverluste";"Stromverbrauch";"Verbrauch für Pumpspeicherung (PSP)";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung (Stat, Differenz)";"Endverbrauch";"Eigenbedarf";"Netzverluste";"Inlandstromverbrauch";"Importe";"Exporte";"Verbrauch für Pumpspeicherung (PSP)";"Brutto-Stromverbrauch";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung";"Brutto-Stromerzeugung"
"Gliederung1";"_";"Hydr";"Hydr";"CEZ";"CH";"DE";"HU";"ITA";"LIE";"SLO";"_";"_";"Hydr";"Hydr";"_";"_";"_";"Kal";"CEZ";"CH";"DE";"HU";"ITA";"LIE";"SLO";"_";"_";"_";"_";"Hydr";"_";"_";"_";"_";"Hydr";"Hydr";"Hydr";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Kal";"Wind";"PV";"Geo";"WPVGeo";"";"Unb";"";"";"";"";"";"";"";"";"Kal";"Kal";"Kal";"Kal";"Hydr";"Hydr"
"Gliederung2";"_";"Sp";"Lf";"_";"_";"_";"_";"_";"_";"_";"_";"_";"Lf";"Sp";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"Sp";"_";"_";"_";"_";"Lf";"Sp";"";"Sk";"DvfB";"DvOe";"Gas";"Foss";"Bio";"SoBio";"SoBr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BioFe";"BioFl";"BioG";"KDG";"Lf";"Sp"
"Gliederung3";"_";"EPL_10+";"EPL_10+";"_";"_";"_";"_";"_";"_";"_";"_";"_";"EPL_10+";"EPL_10+";"_";"_";"_";"EPL_10+";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"_";"EPL_10+";"_";"_";"_";"_";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"EPL_10-";"EPL_10-"
"VO";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Best";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr"
"REG";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT"
"N";"Oef";"Oef";"Oef";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Oef";"Ges";"Ges";"Oef";"Oef";"Oef";"Oef";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Oef";"Ges";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges";"Ges"
"EHB";"M";"M";"M";"J";"J";"J";"J";"J";"J";"J";"M";"M";"J";"J";"M";"M";"M";"M";"J";"J";"J";"J";"J";"J";"J";"M";"J";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"J";"J"
"KAT";"V";"A";"A";"V";"V";"V";"V";"V";"V";"V";"V";"V";"A";"A";"A";"V";"V";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"V";"V";"A";"V";"V";"V";"V";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"V";"V";"V";"V";"V";"V";"V";"V";"A";"A";"A";"A";"A";"A"
"UNIT";"MWh";"MWh";"[1]";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh";"MWh"
"2010-01";"106059,282";"1349930,566";"0,899";"12139,9";"861197,1";"393193,229";"31824";"106363,4";"25365";"127386,4";"1557469,029";"1543241,359";"1356247,128";"1030951,614";"5263054,987";"5952673,118";"5142395,304";"8621061,139";"734678,9";"60,1";"1453664,749";"14472";"12,2";"0";"34849,4";"2225522,565";"2237737,349";"5609113,256";"42889,996";"3272817,1";"5185285,3";"317768,674";"5503053,974";"343559,862";;;;;;;;;;;;;"151564,369";"1198,24";;;;;;"205941,52";"338198,97";;"2237737,349";"1557469,029";"343588,793";;;;;;;"22988,047"
"2010-02";"95283,925";"917748,56";"0,826";"3908,2";"746669,5";"341079,841";"35436,5";"102359,4";"24009";"145691,9";"1399154,341";"1388832,486";"1173862,677";"867093,507";"4755172,828";"5475585,047";"4693091,05";"8029468,947";"717608,3";"227,2";"1351843,365";"7003,3";"0";"13";"35496,3";"2102978,241";"2112191,465";"5118872,393";"39491,518";"3272817,1";"4732582,568";"291005,9";"5023588,468";"356712,654";;;;;;;;;;;;;"209008,692";"1921,373";;;;;;"185836,315";"310662,243";;"2112191,465";"1399154,341";"356729,627";;;;;;;"17560,068"
"2010-03";"90078,431";"567278,031";"1,006";"4503,9";"813375,3";"290045,682";"36407,3";"118569,7";"26696";"103588";"1393185,882";"1383987,971";"1753485,585";"933305,565";"4970011,441";"5739044,866";"4906767,347";"7987843,493";"620260,6";"148,8";"1497594,216";"5852,9";"0";"0";"32698,7";"2147369,82";"2156555,216";"5326273,592";"32718,38";"3272817,1";"4939485,727";"296709,434";"5236195,161";"412771,274";;;;;;;;;;;;;"209624,271";"3279,307";;;;;;"180400,822";"315280,639";;"2156555,216";"1393185,882";"412841,738";;;;;;;"26188,991"
"2010-04";"56470,368";"645219,79";"0,785";"3740,1";"702556,4";"174584,408";"41546,14";"111782,9";"19393";"80269,4";"1133872,348";"1126360,017";"1667703,194";"630076,828";"3926768,57";"5061679,067";"4334479,466";"8261575,463";"689515,8";"770,8";"1451362,393";"68497,87";"4,7";"0";"54728,5";"2258034,822";"2264880,063";"4658490,368";"15971,585";"3272817,1";"4350451,051";"251568,949";"4602020";"403188,699";;;;;;;;;;;;;"143561,44";"4237,767";;;;;;"127225,328";"265476,763";;"2264880,063";"1133872,348";"403423,986";;;;;;;"36462,54"
"2010-05";"73565,476";"982665,659";"0,962";"53587,3";"613511,6";"341793,96";"82909,73";"124467,2";"18814";"110650,2";"1345733,99";"1340290,551";"2580772,315";"1050659,71";"5182772,824";"5023582,396";"4250772,453";"8412958,577";"366752,5";"816";"728663,42";"60045,22";"136,2";"0";"29935,6";"1178043,699";"1186348,94";"4591907,468";"16454,954";"3272817,1";"4267227,407";"251114,585";"4518341,992";"431674,928";;;;;;;;;;;;;"185277,064";"3386,544";;;;;;"146253,531";"263757,937";;"1186348,94";"1345733,99";"432269,239";;;;;;;"56461,51"
"2010-06";"86194,954";"1821356,853";"1,016";"40100,7";"485554,3";"502169,06";"114455,92";"119460,6";"19773";"204213,8";"1485727,38";"1478430,479";"2718149,352";"1367538,625";"5691266,04";"4963576,282";"4167835,572";"8602102,528";"322522,1";"3869,3";"404844,834";"16202,22";"11,6";"0";"9892,9";"747480,745";"757342,954";"4528446,153";"20468,327";"3272817,1";"4188303,899";"253947,3";"4442251,199";"435130,129";;;;;;;;;;;;;"183865,284";"4292,269";;;;;;"165390,477";"265895,469";;"757342,954";"1485727,38";"435915,724";;;;;;;"56939,457"
"2010-07";"87173,652";"2525593,922";"0,933";"5298,6";"461111,8";"342703,268";"201049,97";"126646";"18643";"337156";"1492608,638";"1482163,072";"2395702,05";"1348839,694";"5348299,078";"5166649,027";"4314792,359";"8625103,782";"622669,5";"17445";"652823,635";"9244,05";"0,5";"0";"3,3";"1296661,854";"1302185,985";"4693536,512";"23464,331";"3272817,1";"4338256,69";"268106,17";"4606362,86";"473112,515";;;;;;;;;;;;;"132493,421";"5128,903";;;;;;"166682,229";"280263,046";;"1302185,985";"1492608,638";"473740,034";;;;;;;"46593,178"
"2010-08";"85711,021";"2938469,417";"1,089";"27006,7";"449674,6";"485221,628";"168220,84";"92681,5";"19404";"170382,4";"1412591,668";"1402787,114";"2543886,457";"1491921,55";"5410771,245";"4950225,083";"4199663,729";"8742353,052";"381724";"13904,8";"528135,302";"13578,54";"2374,4";"1";"6290,6";"938746,735";"946008,642";"4566772,593";"20788,684";"3272817,1";"4220452,413";"260609,159";"4481061,572";"383452,49";;;;;;;;;;;;;"125134,407";"4016,672";;;;;;"160259,117";"273419,007";;"946008,642";"1412591,668";"384079,4";;;;;;;"49349,271"
"2010-09";"86964,891";"2826642,716";"1,158";"22988,1";"623147,8";"424980,033";"139990,97";"103714";"21834";"233527,6";"1570182,503";"1560128,528";"2207598,182";"1290130,902";"5287415,822";"4973522,62";"4310250,866";"8704363,231";"449478,4";"6062";"766629,318";"27229,74";"0";"0";"719,2";"1242085,93";"1250118,658";"4682498,523";"24659,53";"3272817,1";"4334910,396";"260459,888";"4595533,632";"291024,097";;;;;;;;;;;;;"163486,791";"3535,64";;;;;;"168032,654";"274910,149";;"1250118,658";"1570182,503";"291374,16";;;;;;;"46599,135"
"2010-10";"91932,634";"2479344,566";"0,956";"1356,2";"615260,9";"364078,923";"112755,1";"90717,2";"19164";"364425,8";"1567758,123";"1557517,279";"1615574,144";"1095565,426";"5130664,882";"5333354,026";"4640250,593";"8515017,871";"766516,7";"5946,4";"924985,772";"64563,13";"0,1";"0";"3446";"1755302,375";"1765458,102";"5048660,253";"32266,399";"3272817,1";"4672516,992";"284373,975";"4956727,619";"284693,773";;;;;;;;;;;;;"163534,12";"2636,836";;;;;;"184248,915";"298509,529";;"1765458,102";"1567758,123";"284844,622";;;;;;;"34024,28"
"2010-11";"93411,06";"2225222,728";"1,099";"10442,5";"723748,8";"424297,282";"35893,86";"117777,6";"24963";"129904,6";"1467027,642";"1459596,993";"1662990,751";"961331,783";"5108829,668";"5567728,951";"4769363,783";"8251934,964";"554603,1";"797,5";"1148682,42";"148847,06";"0";"0";"72026,5";"1914475";"1924956,58";"5184112,347";"33784,071";"3272817,1";"4803147,854";"287553,433";"5090701,287";"383616,604";;;;;;;;;;;;;"171461,838";"1545,769";;;;;;"185731,658";"301326,386";;"1924956,58";"1467027,642";"383780,023";;;;;;;"33098,27"
"2010-12";"110327,878";"1748114,439";"1,131";"66832,9";"816635,6";"608846,088";"12708,59";"112202,8";"24891";"4645,4";"1646762,378";"1638949,843";"1795693,091";"1049668,135";"5770148,192";"6129509,213";"5275636,058";"7633846,987";"315023,9";"2759,3";"1181258,713";"204324,26";"0";"0";"301546,4";"1991228,34";"2004912,573";"5756181,399";"42279,353";"3272817,1";"5317915,411";"327938,111";"5645853,521";"373327,814";;;;;;;;;;;;;"224351,78";"1432,545";;;;;;"212851,491";"345812,892";;"2004912,573";"1646762,378";"373391,245";;;;;;;"29140,125"
"2011-01";"107404,075";"1409454,615";"1,206";"15092,2";"885323,7";"637307,016";"27651,42";"96838";"24574";"27856";"1714642,336";"1709674,632";"1816406,63";"908933,097";"5506094,226";"6020949,268";"5160896,784";"7039591,494";"558049,7";"836,4";"1346098,557";"157513,75";"248,2";"40";"168470,2";"2217525,85";"2231256,807";"5631649,164";"39511,252";"3272817,1";"5200408,036";"323837,053";"5524245,089";"389300,104";;;;;;;;;;;;;"156955,439";"1648,225";;;;;;"206802,857";"339181,877";;"2231256,807";"1714642,336";"389356,56";;;;;;;"30861,686"
"2011-02";"93886,077";"994700,649";"0,977";"186,7";"826594,4";"336889,185";"53160,73";"77711";"24684";"110835,1";"1430061,115";"1423660,578";"1403382,542";"897823,402";"4698478,744";"5536965,01";"4752649,466";"6642624,526";"720362,2";"521";"1466211,636";"53657,44";"0";"0";"26451,3";"2256139,64";"2267203,576";"5172422,263";"34904,967";"3272817,1";"4787554,433";"290981,753";"5078536,186";"364542,747";;;;;;;;;;;;;"165185,286";"2590,919";;;;;;"182260,709";"306440,689";;"2267203,576";"1430061,115";"364563,979";;;;;;;"23171,379"
"2011-03";"94516,153";"755308,28";"0,813";"2984,6";"770014,9";"350629,484";"41404,8";"102445,7";"27497";"111080,3";"1406056,784";"1398323,131";"1428047,321";"794860,378";"4801699,574";"5774226,387";"4948043,3";"6280507,06";"741305,6";"1988,8";"1472503,749";"79615,3";"0";"0";"81823,9";"2365433,4";"2377237,349";"5373599,384";"35497,044";"3272817,1";"4983540,344";"295542,887";"5279083,231";"400627,003";;;;;;;;;;;;;"184458,181";"4586,95";;;;;;"190875,021";"310939,355";;"2377237,349";"1406056,784";"400683,936";;;;;;;"26180,989"
"2011-04";"73835,545";"842303,8";"0,764";"11789,5";"595732,2";"287389,977";"47601,86";"82244,9";"22359";"127048";"1174165,437";"1167625,954";"1632296,269";"742132,619";"4188964,598";"5058226,138";"4295100,539";"6355451,135";"796886,5";"4680,6";"1147861,43";"60708,67";"238,1";"0";"32538,1";"2033646,042";"2042913,4";"4636052,189";"22397,006";"3272817,1";"4317497,545";"244719,099";"4562216,644";"422173,949";;;;;;;;;;;;;"190244,142";"5965,054";;;;;;"152580,045";"258213,279";;"2042913,4";"1174165,437";"422622,793";;;;;;;"39648,045"
"2011-05";"78984,4";"1173266,722";"0,683";"11501,4";"357139,8";"396316,673";"68403,49";"93031,2";"6217";"274206,8";"1206816,363";"1198438,752";"1843224,494";"1051586,17";"4624596,666";"5063623,588";"4350359,54";"6436929,889";"885943,9";"3105,5";"633112,156";"113079,91";"1068,1";"1";"5528";"1634196,57";"1641838,566";"4698411,887";"21474,606";"3272817,1";"4371834,146";"247593,341";"4619427,487";"365211,701";;;;;;;;;;;;;"142573,627";"7471,796";;;;;;"157258,339";"260695,09";;"1641838,566";"1206816,363";"365855,898";;;;;;;"44405,462"
"2011-06";"78306,496";"1895072,464";"0,862";"20173";"616683,6";"398547,774";"67052,56";"108915,5";"18498";"220416,6";"1450287,034";"1444323,277";"2335536,4";"1242714,518";"4912880,408";"4878460,585";"4123988,007";"6345030,542";"587552,6";"790,3";"709426,491";"103043,14";"0,1";"0";"13329,1";"1405956,29";"1414141,731";"4460266,14";"16827,155";"3272817,1";"4140815,162";"241144,482";"4381959,644";"418194,445";;;;;;;;;;;;;"160674,769";"6462,695";;;;;;"153099,083";"252618,684";;"1414141,731";"1450287,034";"418900,798";;;;;;;"51528,786"
"2011-07";"76747,274";"2510269,164";"0,872";"8708,2";"429553";"257152,954";"220954,49";"107595,1";"20461";"344612,5";"1389037,244";"1382873,396";"2256179,532";"1059675,062";"4708285,026";"5110840,377";"4282662,574";"6523406,887";"850256,2";"19620,4";"903800,541";"13649,99";"25,8";"3";"3464,5";"1781075,763";"1790820,431";"4635202,103";"18054,804";"3272817,1";"4300717,378";"257737,451";"4558454,829";"475638,274";;;;;;;;;;;;;"204887,434";"6542,521";;;;;;"153691,652";"268384,409";;"1790820,431";"1389037,244";"476161,084";;;;;;;"46264,086"
"2011-08";"75637,902";"2797069,217";"0,925";"4487,8";"436078,4";"320909,916";"227583,83";"1271,9";"19322";"186447";"1196100,846";"1189904,799";"2174076,518";"1308640,541";"4533458,579";"4983612,344";"4258131,53";"6749289,708";"795076,8";"23356,6";"805366,097";"10585,99";"0";"0";"10832,1";"1635512,992";"1645217,587";"4608461,935";"16281,189";"3272817,1";"4274412,719";"258411,314";"4532824,033";"375150,409";;;;;;;;;;;;;"108087,631";"7786,482";;;;;;"150262,925";"272069,804";;"1645217,587";"1196100,846";"375530,112";;;;;;;"44867,667"
"2011-09";"81937,589";"2955674,32";"0,9";"6454,7";"274862,9";"254594,895";"321239,27";"67784";"21930";"163900,2";"1110765,965";"1102940,992";"1730639,461";"1083024,599";"4412204,407";"5093231,81";"4354251,031";"6671519,348";"852644,4";"40727,7";"861955,101";"6935,39";"8028,1";"1";"18347,9";"1779649,855";"1788639,591";"4725310,826";"24084,219";"3272817,1";"4378335,25";"265037,987";"4643373,237";"367920,984";;;;;;;;;;;;;"138786,376";"6445,047";;;;;;"161522,507";"276917,541";;"1788639,591";"1110765,965";"368236,346";;;;;;;"35705,898"
"2011-10";"94327,612";"2739213,691";"1,126";"4297,6";"744804,4";"355351,451";"178138,09";"112113,6";"23496";"242354,2";"1660555,341";"1652912,855";"1889409,841";"1047547,175";"5003209,934";"5473980,356";"4627532,745";"6532321,609";"918995,8";"1746,4";"1150215,707";"41257,4";"0,1";"0";"17582,8";"2119239,645";"2129798,207";"5027738,466";"29578,972";"3272817,1";"4657111,717";"276299,137";"4933410,854";"446241,89";;;;;;;;;;;;;"158245,24";"5115,863";;;;;;"180385,719";"289280,153";;"2129798,207";"1660555,341";"446580,927";;;;;;;"40555,844"
"2011-11";"101434,986";"2519962,285";"0,783";"322,9";"726830,7";"193848,18";"190952,66";"119527,5";"25612";"328368,9";"1585462,84";"1575925,993";"1190199,242";"1048444,099";"4742425,786";"5726781,585";"4843544,397";"6146237,081";"1065530,2";"784,9";"1470894,006";"23354,9";"172,1";"0";"7137,3";"2556403,98";"2567873,406";"5274229,634";"37911,602";"3272817,1";"4881455,999";"291338,649";"5172794,648";"452551,951";;;;;;;;;;;;;"115926,119";"3391,76";;;;;;"194483,137";"307793,422";;"2567873,406";"1585462,84";"452632,424";;;;;;;"25734,428"
"2011-12";"93626,994";"2356197,251";"0,843";"0,2";"698586,9";"189953,042";"185117,46";"104233,1";"26511";"248997,9";"1453399,602";"1445868,383";"1324825,011";"810421,733";"4458833,945";"6085771,729";"5064775,252";"5910547,063";"1281811,5";"3718,6";"1739180,096";"38736,98";"1359,3";"0";"14963,9";"3066604,895";"3079770,376";"5505509,462";"35223,586";"3272817,1";"5099998,838";"311883,63";"5411882,468";"580262,267";;;;;;;;;;;;;"208336,849";"2007,249";;;;;;"184858,819";"327521,073";;"3079770,376";"1453399,602";"580301,474";;;;;;;"21168,169"
"2012-01";"95380,946";"1812341,354";"1,301";"280,7";"860928,7";"265915,731";"331337,9";"89882,3";"26687";"362150,8";"1937183,131";"1929942,113";"1933277,617";"1095011,732";"5452929,089";"6025372,033";"5158617,665";"5709556,453";"995006,6";"2080,134";"1499980,666";"3828,18";"4385,8";"0";"2217,1";"2495862,813";"2507498,48";"5617545,823";"37985,335";"3272875,1";"5196603";"325561,877";"5522164,877";"407826,21";;;;;;;;;;;;;"326123,938";"3512,863";;;;;;"192122,092";"338261,216";;"2507498,48";"1937183,131";"407854,81";;;;;;;"25921,395"
"2012-02";"101797,973";"1133867,512";"0,975";"2837,8";"860367,6";"235781,041";"344458,5";"97751";"24985";"372639,6";"1938820,541";"1931896,207";"1397747,371";"1184699,893";"5416525,223";"5972476,017";"5183550,603";"5202222,417";"881084,7";"156";"1602909,16";"5294,66";"208,8";"0";"2830";"2481069,833";"2492483,32";"5644334,126";"44818,716";"3272875,1";"5228369,319";"314166,834";"5542536,153";"328141,891";;;;;;;;;;;;;"302321,683";"6023,097";;;;;;"202890,007";"333210,551";;"2492483,32";"1938820,541";"328162,415";;;;;;;"18875,091"
"2012-03";"89386,902";"886505,285";"1,278";"579,1";"999039,132";"349635,158";"177417,84";"88852,1";"26650";"371804,9";"2013978,23";"2004698,899";"2237251,49";"1056972,164";"5236478,113";"5760851,561";"4849545,204";"5212287,575";"966948,5";"1094,972";"1536054,272";"26753,49";"155";"0";"3909,8";"2524271,709";"2534916,034";"5263247,822";"32155,999";"3272875,1";"4881701,203";"292159,717";"5173860,92";"497603,739";;;;;;;;;;;;;"226927,599";"11817,543";;;;;;"185378,143";"305976,431";;"2534916,034";"2013978,23";"497719,385";;;;;;;"40692,382"
"2012-04";"76102,24";"761367,175";"1,029";"1752,4";"601761,6";"205844,453";"234615,18";"81254,3";"25836";"367641,3";"1518705,233";"1510831,266";"2196610,623";"1038774,743";"4701854,68";"5206920,948";"4356732,841";"5573102,866";"906797,7";"6743,1";"1070301,659";"32150,9";"3357,9";"0";"1991,6";"2012966,406";"2021342,859";"4716723,93";"23695,018";"3272875,1";"4380427,859";"260193,831";"4640621,69";"490197,018";;;;;;;;;;;;;"203393,076";"13325,806";;;;;;"157170,881";"273395,741";;"2021342,859";"1518705,233";"490477,936";;;;;;;"46808,675"
"2012-05";"73878,928";"1243618,342";"1,01";"11220,6";"347200,8";"315113,098";"190690,79";"79798,3";"26701";"565702,9";"1536427,488";"1529311,626";"2712652,857";"1340897,781";"5149771,728";"5131900,633";"4310211,821";"5849315,051";"854044,6";"23425,1";"597621,814";"41556,08";"770";"0";"0,8";"1508994,875";"1517418,394";"4661674,196";"15195,997";"3272875,1";"4325407,818";"262387,45";"4587795,268";"470226,437";;;;;;;;;;;;;"197911,342";"17991,531";;;;;;"149381,156";"275668,217";;"1517418,394";"1536427,488";"471170,316";;;;;;;"63645,171"
"2012-06";"78182,995";"2137729,993";"1,04";"9689,3";"571798,6";"482773,208";"177841,42";"112458,5";"25833";"454862,2";"1835256,228";"1825104,71";"2773233,67";"1622374,569";"5514871,344";"4997704,872";"4252385,21";"6405624,284";"713102";"4156,064";"565199,924";"31405,6";"224,1";"0";"9,4";"1305619,378";"1314097,088";"4601586,65";"14939,76";"3272875,1";"4267324,97";"256078,685";"4523403,655";"396118,222";;;;;;;;;;;;;"140492,037";"18472,959";;;;;;"151846,813";"271733,051";;"1314097,088";"1835256,228";"397201,287";;;;;;;"60901,947"
"2012-07";"82162,005";"2649488,335";"1,038";"4418,5";"360940,492";"538750,598";"205729,47";"119282,3";"26593";"463310,8";"1719025,16";"1705771,669";"2655076,269";"1678809,822";"5397917,379";"5178338,144";"4380903,118";"6856997,367";"953616";"25898,814";"475968,007";"34509,46";"378,2";"0";"239,5";"1482245,23";"1490609,981";"4750156,4";"17875,317";"3272875,1";"4398778,435";"269215,96";"4667994,395";"428181,744";;;;;;;;;;;;;"136678,386";"18799,947";;;;;;"158368,389";"286652,909";;"1490609,981";"1719025,16";"428882,989";;;;;;;"59113,117"
"2012-08";"78715,689";"2819253,818";"0,909";"3018,8";"271353,576";"310787,462";"237795,83";"57487,5";"26687";"541081,1";"1448211,268";"1433923,381";"2134824,868";"1558732,363";"4865962,834";"5085824,246";"4298072,171";"7100281,793";"814024,2";"53755,5";"767715,216";"13660,24";"10239,3";"0";"0";"1649428,345";"1659394,456";"4666707,562";"20608,719";"3272875,1";"4318680,89";"269310,983";"4587991,873";"419116,684";;;;;;;;;;;;;"108747,045";"22443,913";;;;;;"157774,034";"286267,916";;"1659394,456";"1448211,268";"419493,329";;;;;;;"48248,156"
